Cross Validation is off.
Day 274:actual=-1.0000(down),predict=-0.9983(down),diff=0.00169410104697032
Day 275:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 276:actual=-1.0000(down),predict=-1.0000(down),diff=2.637577456554574E-6
Day 277:actual=1.0000(up),predict=1.0000(up),diff=8.65342453248985E-9
Day 278:actual=-1.0000(down),predict=-0.9999(down),diff=1.269745727281446E-4
Day 279:actual=1.0000(up),predict=1.0000(up),diff=2.0505819264826641E-13
Day 280:actual=-1.0000(down),predict=-1.0000(down),diff=1.2434128716320991E-5
Day 281:actual=1.0000(up),predict=1.0000(up),diff=3.191890042919532E-5
Day 282:actual=-1.0000(down),predict=-1.0000(down),diff=7.5852747363214235E-6
Day 283:actual=1.0000(up),predict=1.0000(up),diff=3.0517933596652114E-5
Day 284:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 285:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 286:actual=-1.0000(down),predict=-1.0000(down),diff=2.3527591619387778E-6
Day 287:actual=1.0000(up),predict=1.0000(up),diff=9.616999419037597E-10
Day 288:actual=-1.0000(down),predict=-0.9999(down),diff=1.1970675886197046E-4
Day 289:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 290:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 291:actual=1.0000(up),predict=1.0000(up),diff=2.9759332885737066E-5
Day 292:actual=-1.0000(down),predict=-1.0000(down),diff=4.50078053195746E-5
Day 293:actual=1.0000(up),predict=0.9998(up),diff=1.7595920387947217E-4
Day 294:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 295:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 296:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 297:actual=1.0000(up),predict=0.9997(up),diff=2.819597604870605E-4
Day 298:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 299:actual=1.0000(up),predict=0.9998(up),diff=2.097327521491943E-4
Day 300:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 301:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 302:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 303:actual=1.0000(up),predict=0.9997(up),diff=3.19727371737355E-4
Day 304:actual=-1.0000(down),predict=-1.0000(down),diff=5.3042135982339644E-6
Day 305:actual=1.0000(up),predict=0.9998(up),diff=1.6040238691106268E-4
Day 306:actual=-1.0000(down),predict=-1.0000(down),diff=1.179449359522966E-5
Day 307:actual=1.0000(up),predict=1.0000(up),diff=7.771561172376096E-16
Day 308:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 309:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 310:actual=-1.0000(down),predict=-0.9994(down),diff=5.862026371930007E-4
Day 311:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 312:actual=-1.0000(down),predict=-1.0000(down),diff=1.3525305320172265E-8
Day 313:actual=1.0000(up),predict=0.9998(up),diff=1.6345735384204474E-4
Day 314:actual=-1.0000(down),predict=-0.9995(down),diff=5.395563789104552E-4
Day 315:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 316:actual=-1.0000(down),predict=-1.0000(down),diff=7.635230225844225E-10
Day 317:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 318:actual=-1.0000(down),predict=-0.9997(down),diff=3.1889821385833184E-4
Day 319:actual=1.0000(up),predict=0.9998(up),diff=2.0295523131086401E-4
Day 320:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 321:actual=1.0000(up),predict=1.0000(up),diff=1.7341810831794646E-7
Day 322:actual=1.0000(up),predict=0.9998(up),diff=2.3314007463215436E-4
Day 323:actual=1.0000(up),predict=0.9986(up),diff=0.0014498563158826805
Day 324:actual=1.0000(up),predict=1.0000(up),diff=2.972067036921544E-13
Day 325:actual=1.0000(up),predict=1.0000(up),diff=2.0806307787779588E-9
Day 326:actual=1.0000(up),predict=1.0000(up),diff=4.584665980189584E-12
Day 327:actual=1.0000(up),predict=0.9999(up),diff=1.1761263659304522E-4
Day 328:actual=1.0000(up),predict=1.0000(up),diff=2.7403133402437163E-6
Day 329:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 330:actual=1.0000(up),predict=1.0000(up),diff=5.2513549064769904E-14
Day 331:actual=1.0000(up),predict=0.9999(up),diff=1.0230929873555894E-4
Day 332:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 333:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 334:actual=1.0000(up),predict=1.0000(up),diff=1.903881576248434E-5
Day 335:actual=1.0000(up),predict=1.0000(up),diff=1.9693252243380144E-6
Day 336:actual=1.0000(up),predict=0.9998(up),diff=1.773541205716267E-4
Day 337:actual=1.0000(up),predict=1.0000(up),diff=6.416763020933303E-8
Day 338:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 339:actual=1.0000(up),predict=1.0000(up),diff=4.633488936978125E-7
Day 340:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 341:actual=1.0000(up),predict=0.9979(up),diff=0.002101143762350932
Day 342:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 343:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 344:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 345:actual=1.0000(up),predict=1.0000(up),diff=0.0
Test Set Summary:
Direction correct:344/345
Directional Accuracy:99.7101%
Day 1:actual=1.0000(up),predict=1.0000(up),diff=1.2588580864947296E-5
Day 2:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 3:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 4:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 5:actual=1.0000(up),predict=-1.0000(down),diff=1.999999836866338
Day 6:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 7:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 8:actual=-1.0000(down),predict=-1.0000(down),diff=8.533237227936752E-9
Day 9:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 10:actual=-1.0000(down),predict=0.0737(up),diff=1.073704006096888
Day 11:actual=1.0000(up),predict=1.0000(up),diff=1.0756610269169187E-8
Day 12:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 13:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 14:actual=-1.0000(down),predict=-1.0000(down),diff=8.184708466529855E-11
Day 15:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999999999587
Day 16:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 17:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999995779505
Day 18:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 19:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 20:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 21:actual=1.0000(up),predict=1.0000(up),diff=6.098834491097271E-6
Day 22:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 23:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 24:actual=-1.0000(down),predict=-1.0000(down),diff=7.512879207638434E-13
Day 25:actual=1.0000(up),predict=-1.0000(down),diff=1.9999888208908359
Day 26:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 27:actual=1.0000(up),predict=0.9997(up),diff=3.017780302529971E-4
Day 28:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999998512
Day 29:actual=1.0000(up),predict=-1.0000(down),diff=1.999999864987264
Day 30:actual=-1.0000(down),predict=0.8811(up),diff=1.8810936053117373
Day 31:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 32:actual=-1.0000(down),predict=0.9963(up),diff=1.996256819925544
Day 33:actual=1.0000(up),predict=0.9979(up),diff=0.0021108053629075307
Day 34:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 35:actual=1.0000(up),predict=1.0000(up),diff=8.350951374858084E-9
Day 36:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999999873
Day 37:actual=1.0000(up),predict=1.0000(up),diff=1.3439176799634467E-5
Day 38:actual=-1.0000(down),predict=-1.0000(down),diff=1.2575918084678506E-10
Day 39:actual=1.0000(up),predict=-0.9999(down),diff=1.999867412041147
Day 40:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 41:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 42:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 43:actual=1.0000(up),predict=-0.9979(down),diff=1.9979233326014376
Day 44:actual=-1.0000(down),predict=0.9995(up),diff=1.9994949783066764
Day 45:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 46:actual=-1.0000(down),predict=-1.0000(down),diff=2.1266322036694874E-12
Day 47:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 48:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999999845
Day 49:actual=1.0000(up),predict=1.0000(up),diff=3.3306690738754696E-15
Day 50:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 51:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 52:actual=-1.0000(down),predict=1.0000(up),diff=1.999999999998526
Day 53:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999993525341
Day 54:actual=-1.0000(down),predict=0.9898(up),diff=1.9897952601771278
Day 55:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 56:actual=-1.0000(down),predict=-1.0000(down),diff=1.6653345369377348E-15
Day 57:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 58:actual=-1.0000(down),predict=-1.0000(down),diff=1.1928236176572682E-12
Day 59:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 60:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 61:actual=1.0000(up),predict=0.9184(up),diff=0.08164006311126815
Day 62:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 63:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 64:actual=-1.0000(down),predict=-1.0000(down),diff=8.881784197001252E-16
Day 65:actual=1.0000(up),predict=0.9983(up),diff=0.001715192121473974
Day 66:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 67:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 68:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 69:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 70:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 71:actual=1.0000(up),predict=0.8496(up),diff=0.15036914652012312
Day 72:actual=-1.0000(down),predict=-1.0000(down),diff=3.483303911977487E-8
Day 73:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 74:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999185643937
Day 75:actual=1.0000(up),predict=-0.0670(down),diff=1.0670126440994627
Day 76:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 77:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 78:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999919633
Day 79:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999999999627
Day 80:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 81:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 82:actual=-1.0000(down),predict=1.0000(up),diff=1.9999726594941845
Day 83:actual=1.0000(up),predict=1.0000(up),diff=6.27520257978631E-12
Day 84:actual=-1.0000(down),predict=-1.0000(down),diff=3.916200697062777E-12
Day 85:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 86:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 87:actual=1.0000(up),predict=0.3164(up),diff=0.6836471461679289
Day 88:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 89:actual=1.0000(up),predict=1.0000(up),diff=2.0103487933242903E-6
Day 90:actual=-1.0000(down),predict=-1.0000(down),diff=4.641276565742203E-6
Day 91:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 92:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 93:actual=1.0000(up),predict=0.9999(up),diff=1.1815848394369777E-4
Day 94:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 95:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999995306286
Day 96:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999999467
Day 97:actual=1.0000(up),predict=0.9999(up),diff=7.745266138770024E-5
Day 98:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999993333077
Day 99:actual=1.0000(up),predict=1.0000(up),diff=3.511344891515833E-7
Day 100:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 101:actual=1.0000(up),predict=-1.0000(down),diff=1.9999998358495987
Day 102:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 103:actual=1.0000(up),predict=1.0000(up),diff=7.164735471576478E-11
Day 104:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 105:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 106:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 107:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 108:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 109:actual=1.0000(up),predict=1.0000(up),diff=1.2104580104921325E-7
Day 110:actual=-1.0000(down),predict=-1.0000(down),diff=1.3802403664442409E-11
Day 111:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 112:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 113:actual=1.0000(up),predict=-1.0000(down),diff=1.9999809517664406
Day 114:actual=-1.0000(down),predict=0.9982(up),diff=1.9982101680586015
Day 115:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 116:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 117:actual=1.0000(up),predict=1.0000(up),diff=2.818066980547762E-6
Day 118:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 119:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 120:actual=-1.0000(down),predict=1.0000(up),diff=1.99999999999992
Day 121:actual=1.0000(up),predict=0.2444(up),diff=0.7556452780381714
Day 122:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 123:actual=1.0000(up),predict=0.9991(up),diff=8.516313239451678E-4
Day 124:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 125:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 126:actual=-1.0000(down),predict=-0.9999(down),diff=6.068495780919836E-5
Day 127:actual=1.0000(up),predict=1.0000(up),diff=1.1102230246251565E-16
Day 128:actual=-1.0000(down),predict=-0.9836(down),diff=0.016429640144226876
Day 129:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 130:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 131:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 132:actual=-1.0000(down),predict=-0.9992(down),diff=7.593464616622025E-4
Day 133:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 134:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 135:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 136:actual=-1.0000(down),predict=-0.9853(down),diff=0.014731449999824786
Day 137:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 138:actual=-1.0000(down),predict=0.9977(up),diff=1.9976977817242387
Day 139:actual=1.0000(up),predict=1.0000(up),diff=5.16996445654172E-11
Day 140:actual=-1.0000(down),predict=-1.0000(down),diff=1.887379141862766E-15
Day 141:actual=1.0000(up),predict=-0.9600(down),diff=1.9600102544802631
Day 142:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 143:actual=1.0000(up),predict=-0.5917(down),diff=1.5916914714631694
Day 144:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 145:actual=1.0000(up),predict=1.0000(up),diff=5.577115280486211E-6
Day 146:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 147:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 148:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 149:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 150:actual=-1.0000(down),predict=-0.5308(down),diff=0.4692145067946265
Day 151:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 152:actual=-1.0000(down),predict=0.6371(up),diff=1.6371142214350558
Day 153:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999970634108
Day 154:actual=-1.0000(down),predict=1.0000(up),diff=1.9999770236863592
Day 155:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 156:actual=-1.0000(down),predict=1.0000(up),diff=1.999999999999818
Day 157:actual=1.0000(up),predict=-1.0000(down),diff=1.9999952727441817
Day 158:actual=-1.0000(down),predict=-1.0000(down),diff=4.886849660190595E-5
Day 159:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 160:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 161:actual=1.0000(up),predict=1.0000(up),diff=8.944468044003173E-7
Day 162:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 163:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999999949538
Day 164:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 165:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 166:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 167:actual=1.0000(up),predict=1.0000(up),diff=5.153511284383683E-8
Day 168:actual=-1.0000(down),predict=-0.9996(down),diff=3.559629518486984E-4
Day 169:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 170:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 171:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 172:actual=-1.0000(down),predict=1.0000(up),diff=1.9999981302471284
Day 173:actual=1.0000(up),predict=0.1411(up),diff=0.8589291971401133
Day 174:actual=-1.0000(down),predict=0.6760(up),diff=1.6760373559896378
Day 175:actual=1.0000(up),predict=1.0000(up),diff=7.448507495566581E-6
Day 176:actual=-1.0000(down),predict=-0.9286(down),diff=0.07135258585390136
Day 177:actual=1.0000(up),predict=0.9442(up),diff=0.055762048707424294
Day 178:actual=-1.0000(down),predict=0.9999(up),diff=1.999925869368625
Day 179:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 180:actual=-1.0000(down),predict=1.0000(up),diff=1.9999991877097358
Day 181:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 182:actual=-1.0000(down),predict=-1.0000(down),diff=1.083737730667167E-7
Day 183:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999957579366
Day 184:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999961989214
Day 185:actual=1.0000(up),predict=-0.7093(down),diff=1.7092825272535594
Day 186:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 187:actual=1.0000(up),predict=-0.9997(down),diff=1.9996768757221859
Day 188:actual=-1.0000(down),predict=1.0000(up),diff=1.9999994908840022
Day 189:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 190:actual=0.0000(up),predict=-0.9977(down),diff=0.9976899024900413
Day 191:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 192:actual=-1.0000(down),predict=0.9995(up),diff=1.999513699786926
Day 193:actual=1.0000(up),predict=-0.6486(down),diff=1.6485779326448355
Day 194:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999999916
Day 195:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 196:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 197:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999999999991
Day 198:actual=-1.0000(down),predict=0.9936(up),diff=1.9936191993832955
Day 199:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 200:actual=-1.0000(down),predict=1.0000(up),diff=1.9999998029003085
Day 201:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 202:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 203:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 204:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999977214094
Day 205:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 206:actual=-1.0000(down),predict=-0.9911(down),diff=0.008866418766022344
Day 207:actual=1.0000(up),predict=1.0000(up),diff=4.165937441902301E-6
Day 208:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 209:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 210:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999999998126
Day 211:actual=1.0000(up),predict=-1.0000(down),diff=1.999999999989153
Day 212:actual=-1.0000(down),predict=-1.0000(down),diff=3.505382585089478E-6
Day 213:actual=1.0000(up),predict=1.0000(up),diff=1.2782452159965096E-5
Day 214:actual=-1.0000(down),predict=1.0000(up),diff=1.999992199868069
Day 215:actual=1.0000(up),predict=-1.0000(down),diff=2.0
Day 216:actual=-1.0000(down),predict=0.9994(up),diff=1.9994169212687511
Day 217:actual=1.0000(up),predict=-0.9511(down),diff=1.9511349886645144
Day 218:actual=-1.0000(down),predict=-1.0000(down),diff=6.624378823261168E-11
Day 219:actual=1.0000(up),predict=-1.0000(down),diff=1.99999781092808
Day 220:actual=-1.0000(down),predict=1.0000(up),diff=1.9999999500999883
Day 221:actual=1.0000(up),predict=-1.0000(down),diff=1.9999999999985958
Day 222:actual=-1.0000(down),predict=-1.0000(down),diff=9.199263625414567E-6
